POLICY_ID,PREMIUM,AGENT_NAME
POLICY-26551792-dc3d-4ec8-9841-15e03c7f833b,4464.99,Allison Rodriguez
POLICY-265c522c-27b1-4797-b949-498ac2ca4ffc,9641.88,Michael Campbell
POLICY-265d99e5-513f-42d3-9e5c-1cc48c0bae97,13609.6,Kimberly Brown
POLICY-265fc680-08ff-47ee-981a-c19e4af801ee,1646.1,Deanna Gilbert
POLICY-26637302-75c8-445e-95ce-5e3315af4578,7174.6,Timothy Martinez
POLICY-2664dbe6-7cea-4859-b5fa-1ee2b00b3631,4815.73,Erica Davis
POLICY-267ca891-32b3-4687-8b52-896cc284fcd4,3163.57,Pamela Johnson
POLICY-267e189a-205a-4307-86ee-1ee237b459ed,8390.87,Dominic Hart
POLICY-26812de6-21b6-4b06-b0d9-7f01fd23c56a,10846,Erica Davis MD
POLICY-2681ae3f-6b1c-4035-aaa8-d5125d07009f,1948.83,Matthew Jenkins
POLICY-2685339f-49b9-4245-b53d-fa5b33e637be,4706.89,April Fritz
POLICY-269b61f6-a15e-4598-b56f-68503bd25b4d,3083.35,Kristi Anderson
POLICY-269e7de0-74c3-4331-8c32-55947e179319,3539.63,Andrea Lee
POLICY-26a3f11c-0832-4410-9e68-6c23e0b8c2dc,8860.44,Robert Wilson
POLICY-26a6f544-f97a-445e-8f2c-17ca6011f4f6,2193.37,Robert Kim DDS
POLICY-26ab6d6b-ea5e-4881-9775-4f664c7a0128,2770.22,Bradley Mcclure
POLICY-26acee0f-8ecb-470d-afac-868f9bc414b6,10708.69,Jennifer Cervantes
POLICY-26b0f611-d98b-473c-b4bd-d0874e12db83,3673.29,Paul Spencer
POLICY-26c7f9ad-b6de-4784-a7d3-d2f1ef72ce66,2105.89,Scott Marks
POLICY-26c8a1d1-c175-432c-a532-2979885041aa,17997.97,Ethan Miller
POLICY-26ca83c3-53f6-4527-bcf8-62aa3af7aa1a,4672.68,Daniel Williams
POLICY-26cdfaac-d5d8-4dc1-a8d8-08b73fb5ac48,10694.15,Dean Newman
POLICY-26d4e785-f420-488a-bf8a-9a2779703978,8048.7,Carla Frederick
POLICY-26d9e7db-4db7-4734-8ac3-cbc3cf2b448b,2856.72,Reginald Clark
POLICY-26df1d69-0027-49fd-ba01-6b04f9a703a6,3373.05,Mr. James Cooper
POLICY-26e5bf55-4f2a-4ba4-aba2-2d218a48ebf3,18448.55,Christine Andrews
POLICY-26eaece4-1e9b-40f0-8733-584bd4895fe7,9981.35,Rodney Richardson
POLICY-26f4fcf8-c9b1-4be5-85ab-80bae1cb624c,3238.24,Timothy Cole
POLICY-26fd3751-f48e-4471-b8db-e1a6b69fd03b,3642.19,Erin Ramos
POLICY-2703d503-cc87-449f-ab35-0a5ffec8320d,3385.7,Loretta Phillips
POLICY-270de7ec-cb58-4505-b868-e1c343b09849,11624.03,Arthur Martin
POLICY-270f1424-71b3-4b0a-a5ce-d559a03ab4c2,12886.45,Susan Parker
POLICY-2717fbce-f931-438e-af39-f904c5cb65ad,11791.22,Peter Lester
POLICY-271e338c-6c3a-4c92-ba1e-08da74c3c0ae,2620.23,Stacy Bruce
POLICY-27260ef2-f5c7-4542-a900-be3d9de781aa,6191.33,Chad Silva
POLICY-272d49d4-262d-464d-8211-cd8ba2d3df54,11755.82,Taylor Munoz
POLICY-2732922b-53fc-4963-bc70-ad331b0c7d67,9112.06,Austin Roberts
POLICY-27389c9f-5d72-4810-a5e3-8f160e61c3f5,11859.74,Anthony Fuentes
POLICY-2738fc37-1a8b-4597-bc4e-48a06de0d866,2252.22,Kristopher Rivera
POLICY-274b7302-02d8-4cb4-bb91-ce6a137ba86d,1470.91,Stephanie Smith
POLICY-275feb69-7382-42ce-8d73-eac9d67ccab5,3186.78,Erika Melton
POLICY-2766c256-5ad5-484e-abaf-7bfa48201ee2,9892.9,Barbara Ward
POLICY-276a91e9-7738-4c3d-8a9e-f838309f7f8e,15830.38,Richard Roberts
POLICY-276fe2cd-411c-4cd4-9260-82e0489a7d89,4023.79,Erika Melton
POLICY-27724693-eaa1-424d-9071-d72d7948d874,6592.87,Victor Mora
POLICY-2785123c-01ec-42a4-af04-18f5facf4d99,4363.96,Justin Clark
POLICY-27896b55-d118-43bf-aa31-069a33fc1874,1826.89,Melissa Ray
POLICY-278ae4b9-8474-484f-8b1a-746835a3bbbd,8286.28,Daniel Smith
POLICY-278f9c3c-f6de-4912-a64b-0ea82c47950c,13093.44,Tracey Davidson
POLICY-27a195e5-8df6-4eb6-a3d0-c82f752ee3eb,5918.69,Jennifer Mckinney
POLICY-27aaf65a-755c-40c0-b002-27842abf466c,8098.44,Jo Huerta
POLICY-27ad83f4-8e41-4554-8c36-767a81062370,7497.28,Darrell Anderson
POLICY-27af5935-be28-4a2a-8820-f1fcdd45d8ec,6973.47,Jermaine Rogers
POLICY-27b4682e-4532-4a88-ae09-cce91a319cd1,1012.5,Loretta Phillips
POLICY-27b5c695-b0a8-4729-95b7-4070ce78288e,1264.29,Jason Carroll
POLICY-27b60834-534f-44b8-9dce-7824b08e6088,18291.45,Tara Barrera
POLICY-27b7f997-4b9b-4cd8-a9a6-b0035981b268,4836.71,Dominic Hart
POLICY-27bff657-eaea-4637-92a1-fa4970494b08,2185.14,Jessica Robinson
POLICY-27d27fc4-8c78-4ae1-add8-7a9da18bc54b,5197.38,Larry Arroyo
POLICY-27d437ab-2eba-4219-9c62-f05175914c48,2081.72,Sherry Manning
POLICY-27d43a90-ec68-4ef9-b218-5d8993e575a6,5292.67,Paige Wood
POLICY-27d4abc8-f2cb-4f11-b322-34926d9fd7f7,4463.68,Mr. Ruben Lane
POLICY-27e09bd7-ad1c-4578-b217-7f327a407616,5636.45,Robert Arnold
POLICY-27e710b1-206d-4c5e-81b3-80f2bcdc8eb5,2120.93,Jennifer Travis
POLICY-27e8b1ea-5ae6-4b66-8aed-8cbc988a65a1,9181.06,Stephanie Delacruz
POLICY-27e9b4d1-bb62-4e3b-9716-6d80f15a52aa,9448.49,Jared Schneider
POLICY-27ea7846-8e63-4994-bbae-12759d9ff98c,4678.92,Erica Davis
POLICY-27eb54bc-7095-450b-9fa2-2edacd5231b2,2501.33,Sheena Prince
POLICY-27edb78c-11ba-418f-bcc9-f79a1c7133f7,2507.63,Ronald Thompson
POLICY-27fa487b-c3a3-4a3e-9f88-0839696d4045,7756.98,James Lopez
POLICY-280a0ede-b473-4971-a5f9-da20ca42f06c,9359.46,Dustin Carter
POLICY-280e4143-96b1-4b12-8911-b1581b8fa798,11643.98,Scott Gibson
POLICY-28113926-638f-49bd-980c-b13249e54c7b,8775.4,Joseph Jones
POLICY-281517d9-12ba-49ec-8933-6e1a524902e0,10092.12,Raymond Wolf
POLICY-281bcbda-4d0a-4181-89ed-8d39c6d35244,14372.02,David Mitchell
POLICY-281c8cba-a76f-4bfc-a1e8-f410b5a0b940,6783.56,Debra Dawson
POLICY-281c9f57-d906-4921-b840-884c35d9ae01,19913.28,Matthew Maldonado
POLICY-2820bac4-6f75-4952-aff1-43d7ae109490,4004.5,Megan Ortega
POLICY-28296f91-4fd5-4cfa-8126-a821d1bb27b9,7056.82,Tamara Santos
POLICY-282acf63-71a3-474b-a4bc-046e43614eb8,3446.74,Christopher Chavez
POLICY-282bf6b7-a37d-4c3b-9821-56949450b737,2252.85,Michelle Simpson
POLICY-282df51a-2282-46a7-8e5d-0bab801f8768,10778.7,Jessica Adams
POLICY-2830ab0d-bc11-438d-a2fa-b720300d229b,2711.55,Jennifer Walker
POLICY-283f8842-2418-4c4c-9632-00e068fe25d3,4324.78,Colleen Hill
POLICY-2842afa8-de23-485d-8b7b-8459680df9e6,3516.59,Mr. James Cooper
POLICY-284a59fb-0d12-4d9d-a9c9-993e8f59286d,4621.93,Peter Rhodes
POLICY-284f0b76-1a56-481c-853d-fb0dde84f8e5,2327.77,Arthur Martin
POLICY-284febd3-37e6-43e6-a8fb-98a53c78178c,10944.72,Scott Macias
POLICY-2851023a-3db6-4765-84e4-e4cfc6fe7dbe,2205.25,Lisa Bryan
POLICY-28554f2b-1ddf-49a5-991f-d6a9af0e43b9,1156.53,Jonathan Coffey
POLICY-28556ef9-4135-4d8a-bb3d-e04a43ceef7e,1687.11,Katherine Morgan
POLICY-2856f653-b567-419f-b5c5-7582956c1ef9,7721.19,Matthew Coleman
POLICY-28604f5a-e7c7-452f-bb7d-091eeb03fc97,10534.4,John Pace
POLICY-28649c78-b790-42e1-b9e9-078ba32539b1,2333.04,Emily Flores
POLICY-286888fd-919d-4b3d-a78d-4ef81b369a57,5618.11,Mr. Ruben Lane
POLICY-286e37e6-d88f-4762-be26-dafec184f1b1,4973.91,Miranda Mendoza
POLICY-287076a4-5de4-452a-bf97-fe8127e58b9d,8364.26,Amy Vasquez
POLICY-28778eaa-1c9e-4a03-b726-38ea61407fc0,8918.9,Jasmin Walsh
POLICY-288dfffc-b489-4a8a-aeba-2961bfeb5d79,7367.86,David Mitchell
POLICY-2890433a-f24f-47be-ae03-579f060554d0,7494.74,Cindy Hall
POLICY-2890e0dc-177d-4a0e-959c-f996b384c8a6,18562.45,Sherry Manning
POLICY-28961851-b720-43fc-a031-7dc6b7c33200,5366.98,Bradley Mcclure
POLICY-2896e3ea-8ae5-4f4c-8645-d89312fa67e2,2938.92,Jason Parker
POLICY-28ae6cb3-2959-486e-9fd7-b85a45249b0f,1763.48,April Clarke
POLICY-28aed80d-f708-4734-b59a-252289d7c529,2793.83,Timothy Harris
POLICY-28c03e98-7341-406f-a684-0b226ee5d172,4306.56,Kevin Harvey
POLICY-28c26689-4512-487e-b08e-f11a928c72a2,4430.5,Alexander Anderson
POLICY-28c6e542-3014-4593-aeaa-aeebccb50ff1,7080.45,Kimberly Allen
POLICY-28cd676b-c5c1-40df-892d-9bd36f2ff656,2848.45,Angela James
POLICY-28d5dc4d-b0e0-42b2-b1bc-629fee127544,17835.15,Robin Maynard
POLICY-28d66161-30e2-40ca-9f3f-d02e92444265,5318.56,Monica Randolph
POLICY-28d7553d-eb7f-409a-b335-2f0f0ab91bd0,10017.12,Raymond Wolf
POLICY-28d90a0d-5ec5-4600-9d40-415dfaf736c6,3229.99,Angela James
POLICY-28dd0138-9c4b-4f51-8dc8-47e0a8ecda9f,15139.84,Barbara Sanders
POLICY-28e180f3-88b6-4405-884f-88c086624e33,15017.6,Robin Jefferson
POLICY-28e4e7b6-15ad-4b5b-b289-191ea18cd63d,15848.02,Jacob Short MD
POLICY-28e7da11-132f-4711-b8f8-2b4cdcff493d,14324.83,Stacy Bradley
POLICY-28ea0ca5-a54d-41a1-a9a7-a02958e8f16e,13768.11,Mark Higgins
POLICY-28f869b6-7939-48d0-9af4-dd1f2eeffdd9,1264.22,Holly Walker
POLICY-28f8fd1c-fdfd-4ca7-a4a9-80a2cab3fc20,7232.2,Holly Ward
POLICY-28fa8202-840c-49a4-967b-605c8324cf00,8096.28,Kelly Fleming
POLICY-29025752-ba83-48b7-a761-a91e1c23a564,9684.52,Monica Randolph
POLICY-2902a91b-958d-46f3-89bb-04464e664dae,2311.27,Ryan Cunningham
POLICY-29093ad6-9387-4a48-ab1c-ab9e09b0f7fe,2016.8,Sheila Rodriguez
POLICY-290a54c0-30aa-4a5c-80b6-9d7ee0475d67,3330.68,Kelly Fleming
POLICY-290df034-ca0f-4460-9024-77b697f85e9f,4068.56,Steven George
POLICY-2915aad7-5a78-4222-abcb-21ce69759c20,2769.74,John Wright
POLICY-291703dd-beda-433e-895c-f82dbf8e752c,19472.91,Nicholas Alexander
POLICY-291a133b-52a2-44ff-9ce3-7f4930c6e1ba,8268.37,Tara Shah
POLICY-2927c49d-bcf2-40ec-b257-c10d71044012,2392.44,Wayne Robertson
POLICY-292a23d5-d7ae-4eb3-bb11-99c09170889d,1424.08,Shawn Richardson
POLICY-292ba438-1439-4212-936c-7f019b1f4105,13292.37,Robert Brown
POLICY-29320932-5af6-4282-97e2-a8e002c5ac14,1227.64,Robert Kim DDS
POLICY-2937be48-7e31-4986-8e54-0f8d15dbaa93,3208.73,Lydia Yates
POLICY-2938bf76-bc32-469d-9f7a-2d0da0e42911,2486.59,James Lopez
POLICY-293de863-f746-44a2-8d74-e73c30477fe4,7633.45,James Wall
POLICY-29416f7e-2315-44a4-8f2b-21ea390d94c2,2198.28,Christopher Tucker
POLICY-2945a57d-2a2c-4d8d-a9e3-45cb87099675,6552.56,Crystal Benjamin
POLICY-294828f6-ed36-45a2-8223-99f460656719,3057.26,Michelle Bowers
POLICY-294a8b9b-9ba2-420b-8859-e5e2a5a2ce57,13636.84,Ryan Hanna
POLICY-29524914-8457-45a1-a9ff-435939f76b05,4339.41,Joshua Gonzalez
POLICY-295ca2a5-8e60-47cc-81ef-2371708b4f09,5711.18,Debra Dawson
POLICY-2962a501-4f4a-4db0-af55-107fe3bd0f60,7282.43,Rachel Clark
POLICY-2962a6a0-ebaf-460d-9343-24124060fa55,11231.41,Jennifer Mueller
POLICY-2962e9e3-7559-4bff-a772-28ff17b36114,5578.49,Angela James
POLICY-296322d9-3b3d-48e1-b5b9-303bbf5921ec,4559.54,Elizabeth King
POLICY-2964af0a-5b75-4663-92b0-2080ef5fa18a,4614.61,Mrs. Karen Peterson MD
POLICY-29686730-0827-44d1-9389-19cc61fee368,6687.56,Miranda Mendoza
POLICY-29706133-2282-44d0-97f0-716e37035d7d,9710.19,Stanley Donovan
POLICY-2975a7c0-4d5c-485f-bb18-cbe75ee91681,3903.36,Jared Schneider
POLICY-2984b2f9-a78e-4c19-bf3e-48fc33130785,2691.6,Cynthia Miller
POLICY-2985ddac-cd95-42d3-a5fb-5f3edd1b76b0,8947.01,Maxwell Griffin
POLICY-2986bec2-9b03-40cb-bbea-e66e804b8c5b,9609.93,Miss Rhonda Bell
POLICY-2989ddf5-b125-4caf-a8f2-0614229ef148,6638.68,Kimberly Marshall
POLICY-298f3253-ee07-4a86-b4c3-633499a2780a,9740.77,Robert Brown
POLICY-29952b6e-edda-4d42-9959-8343bf17f6e2,2658.55,Kevin Harvey
POLICY-299b294b-0d30-4912-aa0d-1fb0d1e6dc51,2908.5,Kim Oliver
POLICY-299c9dbc-e88e-4455-b20c-6f8c0ca3d4e2,1709.54,Cindy Hall
POLICY-29a596b5-f1ea-4d4b-9526-3b79003534c3,5806.25,Nicole Washington
POLICY-29ad54dc-e8af-4f62-8e2f-bb2b0e789e45,7942.64,Miss Rhonda Bell
POLICY-29b8ec0f-d233-4263-9542-6ec8aadc5a5c,3478.16,Deanna Maldonado
POLICY-29c288b5-396a-425e-b540-39cb05f11909,4155.76,Shawn Richardson
POLICY-29ca8041-3132-4388-b16a-2a7747571996,8899.12,Tamara Rivera
POLICY-29d6734f-3fdf-4aad-afc1-f33d42366946,15149.7,Dorothy Henderson
POLICY-29e00661-7b96-48df-bf4d-826cf33ad030,3087.96,Matthew Coleman
POLICY-29e14c62-9ef4-4ecb-b968-f174820cf4b5,1718.41,Michelle Bowers
POLICY-29f95679-e233-4099-96cb-3e958f7fd541,656.04,Eric Hutchinson
POLICY-29fc8fbd-fbc5-465f-8b87-31da9b7282fa,1589.48,Mary Wagner
POLICY-2a0790c8-0eeb-4c79-b2a6-530a4227babe,7506.24,Kathleen Griffith
POLICY-2a0a2d1c-233d-47ed-a47a-a53c0705e485,8860.28,Timothy Cole
POLICY-2a10847d-7fb3-4a4d-842b-66744018f082,3710.3,Jennifer Walker
POLICY-2a10c5ca-98b9-410e-a480-179cdb851352,4427.3,Stephanie Delacruz
POLICY-2a12a87c-93f8-4fbf-9584-61745016a342,2111.24,Kim Oliver
POLICY-2a12d515-6c8a-4233-b845-19c02347915f,8710.24,Ashley Nguyen
POLICY-2a1473b8-4892-49cc-93b2-7118258c5d7b,11173.84,Aaron Johnson
POLICY-2a17c3c6-7266-4725-aeb5-a5be0ee546c5,4382.21,Jennifer Travis
POLICY-2a17dca4-e029-4d14-851d-c778ca633501,4824.46,Erika Melton
POLICY-2a198177-8c4f-4f6e-97e6-2f906ec6c0c5,4136.85,John Evans
POLICY-2a1b4384-4af1-473a-bf5c-a658fbea1ca8,695.9,Brian Ward
POLICY-2a1d77d8-3716-4222-b910-bd1b3380e7c3,6108.1,Jasmin Walsh
POLICY-2a2205e5-e12b-4971-b277-828cbbbaede9,1731.1,Mark Brown
POLICY-2a256770-84fd-4dc7-a4f6-b26f114b876c,5846.48,Andrea Lee
POLICY-2a29645b-6b06-4841-875f-3dd01fb7c016,4278.47,Brenda Clark
POLICY-2a32d97a-d762-4646-a639-21fa330163a9,6498.86,Robert Fernandez
POLICY-2a3348c0-c4b0-4868-90e5-9c45aee1c983,4514.94,James Wall
POLICY-2a375ed0-2fdd-40e8-bb43-5c79ec24c022,2055.87,Barbara Perez
POLICY-2a386153-6e83-4fbe-a82f-5a72fc938329,8450.26,Stacey Silva
POLICY-2a407432-9d69-44bc-aa74-f26776effeaa,2519.65,Michael Henry
POLICY-2a456a9d-3d4f-4e89-b3f2-5c622af07822,6860.06,Crystal Mcgee
POLICY-2a50ae32-ff96-4b3d-a42b-0a96cf00a29e,3455.96,Herbert Garcia
POLICY-2a5d048f-5824-40fe-83df-15b88a3494bf,8893.57,Douglas Stone
POLICY-2a603930-8ed5-41d5-b70a-566507299fe9,14808.42,Michelle Simpson
POLICY-2a6287f8-b06b-437d-ae8c-3c43f8dadddb,7362.62,Nicole Washington
POLICY-2a6e34c6-c496-49ef-89bc-1a2cc02c284f,12604.49,Robert Wilson
POLICY-2a785c14-66e3-4421-aebf-b293fe6641cb,6669.24,Allison Rodriguez
POLICY-2a7d83cb-01c0-4e3e-b52e-c7108c5dbfb2,9336.72,William Garcia
POLICY-2a91cf74-24f8-4a68-a5a9-e51194d8b8d9,6609.41,Marcus Mcconnell
POLICY-2a96f444-b84e-4cda-b0d9-8e78e9f72561,9106.59,James Wall
POLICY-2a972839-bc52-44aa-bcd7-cdff8b6df7a3,1997.86,Jerome Livingston
POLICY-2a9b2f2d-96f4-4fdb-b338-7b6604c69e29,2932.36,George Compton
POLICY-2a9cbf0a-8e38-4be0-be70-b6144817f088,12806.47,Deanna Gilbert
POLICY-2a9fa4db-235a-4bb4-acc5-050299ec2c63,16618.81,Michael Johnson
POLICY-2aa08a27-6f32-4455-8a58-528860b9000a,3156.06,William Garcia
POLICY-2aa64f84-ca0d-4fb9-931c-0ec8b2f10167,3168.3,Nancy Jones
POLICY-2aa9cc1d-af6f-4f8d-a5f2-241c187e2df3,15847.52,Sheena Prince
POLICY-2aad56df-2c03-406e-8523-89c3d5e1ac5c,6715.4,April Clarke
POLICY-2aaed50f-2a9e-40d1-a1a2-026074fd61d9,6723.22,Brenda Clark
POLICY-2ab38dfa-65a0-4de9-a7af-5e874c585b34,2413.69,Susan Parker
POLICY-2ab8674c-ecf1-4a5a-aa79-a882c2184bf4,2144.86,Dr. Antonio Turner MD
POLICY-2abb109a-2dd9-4197-b373-65ed4e91a665,18510.19,Chad Washington
POLICY-2abb8858-9322-4cf9-aac1-25b166460505,8828.94,Joseph Allen
POLICY-2abc919a-e081-4fef-bfbd-c4277d2dd7fe,9526.35,Miranda Mendoza
POLICY-2abf713f-fd7a-40fd-b9c3-0c7e94bf2f38,2370.68,Holly Peterson
POLICY-2ac3d887-1dd0-43c9-a92d-2f5ca0241b01,2441.82,Dana Brock
POLICY-2ac41e12-baff-431f-992b-36ee17553bd4,3520.65,Jeffrey Russell
POLICY-2ac4f9e0-01c4-4e95-8fbc-7a1a709d7851,3803.39,Paige Wood
POLICY-2ac519ed-cb58-4c32-93a1-6673593f5594,4720.88,Reginald Clark
POLICY-2ad38431-678c-4f01-9975-da7ba94f8aff,6669.36,Barbara Casey
POLICY-2ad669c2-255d-4e1c-b62d-0e365c27f958,3714.68,Holly Walker
POLICY-2ad77a08-02e1-4c84-8557-b4cd5e155c6c,4237.67,Melanie Hardy
POLICY-2ad7da24-18e3-4d9b-9043-68a21a33b698,4718.38,April Clarke
POLICY-2ae82bf7-0bba-46c4-bc0b-637dc8be8018,8306.39,Justin Boyd
POLICY-2af15e71-5569-4f6c-baed-4d0285f982ef,7624.27,Brian Ward
POLICY-2af2b6a0-b979-45f3-8308-b87644a19a6d,4734.48,Jennifer Walker
POLICY-2afc93e7-bee1-47d4-a2d4-c22b51addfe5,6376.65,Robin Maynard
POLICY-2afd4353-a8e3-4da8-93a2-a5debdf3391b,1189.46,Amy Vasquez
POLICY-2b049476-f301-42dc-b6b4-0995b7d40e39,12585.07,Stephanie Delacruz
POLICY-2b07d9de-6745-49d8-83f1-1209b0d09262,3706.71,Gregory Johnson
POLICY-2b0bb6ee-ef51-4a90-92d9-33bf0998fe64,16706.64,Mary Wagner
POLICY-2b1101c2-14e2-4947-a4bc-99e6aff1898a,1383.36,Jessica Robinson
POLICY-2b11b8ae-c7b9-4f9e-a05e-7a0b162c39b3,6681.55,Raymond Wolf
POLICY-2b1e208e-076d-4eb1-afda-d3ec4ebe9797,4047.34,Kimberly Allen
POLICY-2b1f79ec-2846-4b69-969d-20b56ede806e,866.66,Catherine Williams
POLICY-2b253730-5a88-4f7d-b1a1-98b6ba32b62c,6514.72,Mary Wagner
POLICY-2b2df7d7-7d86-4fbb-a4f1-c1af13f57b64,3664.87,Nicholas Alexander
POLICY-2b3696bb-1365-4365-b8bf-c9894a659cc6,4010.17,David Richardson
POLICY-2b36bec3-3d57-4c9b-b184-3d5541744240,2120.53,Angela James
POLICY-2b3bed1e-6a5e-48f0-97b6-6872ed8027e7,9701.66,Holly Ward
POLICY-2b3d2609-f76b-40a6-b3db-c7cd6aab18a8,4421.63,Brian Adams
POLICY-2b403222-0ec8-48fa-9488-c5fac4096be5,5559.54,Robert Barrera
POLICY-2b439ce2-d46a-4399-aa72-6134c9bec98c,15776.38,Brian Adams
POLICY-2b440bae-f67b-4d89-9e4b-f935afd9da69,11885.55,Matthew Clark
POLICY-2b4f5d6b-1098-416e-92f1-4ed95cb5d230,16831.71,Joshua Gonzalez
POLICY-2b5c96c1-a04a-4d2f-acae-f6ed9d76c86a,5415.59,Clarence Williams
POLICY-2b5cf6af-8f87-434e-b915-57194cbda66e,4921.09,Dennis Martinez
POLICY-2b5d9cc9-65aa-4bd6-b433-e407b9d9fddd,3257.55,Stephanie Delacruz
POLICY-2b64370d-0fbf-407f-94c1-40fa0acefd96,1146.34,Larry Arroyo
POLICY-2b649e68-5f28-416b-b2ca-7974ea1d8f37,5573.87,Elizabeth Gonzalez
POLICY-2b6b8fbd-42cc-4723-8765-4b1efc807fc9,2484.01,Scott Marks
POLICY-2b6e8d27-219e-4bb3-8a0e-06132cf2fbe9,1437.68,Joseph Jones
POLICY-2b75498f-ed51-4956-9899-729312fd2685,4569.03,Suzanne Miller
POLICY-2b789401-4199-41d2-a2d3-6474f82ae02d,3813.34,Martha Kaufman
POLICY-2b7cd80c-a15c-46c1-8ab0-0653846885a6,8901.37,Susan Reed
POLICY-2b7eb203-f9f5-4d36-84a6-5d3d0236a32c,2300.1,Andrea Bridges
POLICY-2b7fcb17-4bd6-4bdc-9846-da2f4ab0298b,11600.29,Cynthia Miller
POLICY-2b85fc25-0bd5-4d74-ac2c-95593e5ca077,1571.47,Stephanie Smith
POLICY-2b8943c8-af5e-431d-81a2-8c69a0f00801,3118.5,Kristina Campbell
POLICY-2b8a95f7-a58b-46d0-8544-f38fa05e266e,3930.72,Gregory Johnson
POLICY-2b92890f-391e-41a6-90e2-54ab0db2469c,2393.3,Austin Evans
POLICY-2b9437f7-4597-4d2d-b35b-2ba5284ddba2,6684.15,Arthur Martin
POLICY-2ba376b1-1140-446d-8e57-380ba0f36ddd,9242.98,Carrie Martinez
POLICY-2ba7fea2-1814-4641-9c35-5ebde6a67bc4,2874.72,Mark Brown
POLICY-2baf53d4-60be-4818-97bb-a3574e0c9424,4314.46,Adam Henry
POLICY-2bb347d3-8ae0-4477-9e8e-bfd6c7fccea7,5359.01,Tina Coleman
POLICY-2bb6c547-786f-481f-bac3-071db75290e5,1914.36,David Stevenson
POLICY-2bc936c9-b57b-4e49-9887-f1eb31f0dfcb,5037.94,Nancy Mayer
POLICY-2bca25e8-27b8-495d-b3d9-1a86491dc700,4434.86,Tammy Cooper
POLICY-2bcd46a2-2094-4be4-a2b5-2a8c348debc0,4101.24,Robert Brown
POLICY-2bda8038-2624-43f5-90c9-ddf60b749e1d,15586.67,Joseph Padilla
POLICY-2be0bb91-e1be-4475-a15b-8a38205b4f46,17419.66,Michael Martin
POLICY-2bea51ab-829f-4c54-9e7f-c6618e7a09d1,12204.79,Holly Peterson
POLICY-2bed5a57-0594-4f06-aea5-bd80b75adc4d,6050.07,James Lopez
POLICY-2bf03c9f-73df-4ddf-bee0-b37e329ec66c,3964.69,Victoria Long
POLICY-2bf1af6f-0c0f-45d8-8cd4-f0ad9ca7f09f,6407.28,Steven Huang
POLICY-2bf71e5a-3533-442c-98ad-6d3214acd0b6,6759.23,Stephanie Stewart
POLICY-2bfb5123-cfd7-4587-a87d-7d3ffaf95861,5307.84,Micheal Miller
POLICY-2bfeb575-65dc-4b00-8a4f-25c98922636e,1430.13,Catherine Williams
POLICY-2c149917-1978-488e-8c42-270de8f35253,16526.2,Carrie Martinez
POLICY-2c1726e7-cfa0-40a4-9ce3-881306e3637b,7835.17,Ethan Walker
POLICY-2c1845af-15f9-43a2-9e79-784f8d76517d,1715.49,Justin Ballard
POLICY-2c1869c5-0192-405c-b063-864be9dddc79,6549.48,Kimberly Leonard
POLICY-2c1aea4c-6020-44d0-b0e0-41de065efa69,5059.57,Eric Hutchinson
POLICY-2c2523b4-b92e-4443-be18-c5bc6844d1d8,1193.77,David Velazquez
POLICY-2c353e00-2db7-46e8-8377-86126d2c11fb,6737.88,Kristopher Rivera
POLICY-2c35a61e-4629-45b3-8d04-2e5f68503ffc,1371,Amy Rivera
POLICY-2c38337c-2e9f-461f-a133-a628e49f5ca2,6335.6,Timothy Cole
POLICY-2c3a88e6-05d4-4897-a7e1-4daba9b43445,12157.75,Shawn Richardson
POLICY-2c479608-e14e-4c23-b0be-a967a86ed012,3507.26,William Jordan
POLICY-2c5486e3-3ed8-47a1-adfa-64a831cdfcdf,3238.99,Erin Pham
POLICY-2c54d843-6b46-4a63-8151-b2d38f511426,9573.75,Daniel Williams
POLICY-2c5ae734-7b2b-482f-be0d-ea6497d3f19e,5690.43,Annette Wade
POLICY-2c5ff53e-b575-4ccc-b077-8d7bf0d97a91,3984.23,William Garcia
POLICY-2c738b47-6478-458a-9669-aff0c8b3a379,3110.34,Jason Parker
POLICY-2c7471c7-eb41-4d32-bcc5-f403a01ad49a,6640.45,Marcus Mcconnell
POLICY-2c784733-ef3d-4e0f-94e7-6fcb9e1718af,6872.56,Douglas Stone
POLICY-2c7a77e4-de47-4a42-ab5c-2f872c3ce996,9041.2,Robin Jefferson
POLICY-2c7bc2c3-60f5-4b1d-9dea-6d250dcd211f,2444.41,Jonathan Moore
POLICY-2c87cbe6-51b3-4cd0-8b63-cab2670234f6,11876.8,Kristopher Rivera
POLICY-2c8bd6a3-225e-4f78-b176-6364639ea17c,7630.42,Joseph Jones
POLICY-2c8e20c3-09a0-42ea-a6b7-a5c5dd14dcb8,17756.27,Herbert Garcia
POLICY-2c987f47-58b4-420a-802c-445a857186fe,2323.19,Joshua Suarez
POLICY-2cadcc57-12be-4b78-9cd4-3e156534106b,1610.06,Lauren Harding
POLICY-2cb40f87-784a-48f0-aee4-a3cb3e9262b8,2267.75,Christopher Thomas
POLICY-2cbcdd0e-caed-448e-9a34-6694963b7608,3207.03,Amy Lane
POLICY-2cbf7f54-6e49-4116-98c3-d9c5ead45246,5370.88,Jamie Ward
POLICY-2cc69409-e06e-4e99-8ed4-9cd46d61b70d,9314.82,Mario Scott
POLICY-2cd8e23c-f486-4c66-97ed-362018d8c276,1632.34,Jonathan Moore
